Date,Price,Commodity,Units,Type,Data Source,Ticker
2025-03-28,103.47,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-31,102.63,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-01,104.21,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-02,104.12,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-03,101.87,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-04,101.69,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-07,100.8,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-08,95.97,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-09,95.06,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-10,98.19,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-11,98.32,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-14,98.46,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-15,99.89,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-16,99.14,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-17,99.13,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-18,99.01,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-21,99.52,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-22,99.14,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-23,99.44,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-24,99.88,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-25,99.05,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-28,99.14,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-29,98.94,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-04-30,97.7,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-05-01,97.17,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-05-02,97.37,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-05-05,97.76,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-05-06,98.74,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-05-07,99.45,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-05-08,99.66,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-05-09,99.56,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
